context,platform,algorithm,mode,key_size_bits,message_size_bytes,throughput_enc_mbps,throughput_dec_mbps,avalanche_score,key_avalanche_score,ci95_enc_mbps,source_csvs
performance,x86,DES,CBC,64,256,0.32225471006552525,4.199253841974192,0.4963020833333333,0.4406640625,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,CBC,64,1024,0.33124921794468537,5.934022991859802,0.5019791666666666,0.4369140625,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,CBC,64,4096,0.32349806630700567,7.131011718963188,0.49872395833333333,0.441171875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,CBC,64,16384,0.301353425471717,7.0336612069280795,0.5005468750000001,0.4305859375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,CTR,64,64,1.4868771530399378,1.5856626443358188,0.500859375,0.450546875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,CTR,64,256,2.843576435985018,3.0165162032511805,0.4968489583333333,0.4380078125,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,CTR,64,1024,3.962440022034597,4.194496690595242,0.503828125,0.44253906249999997,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,CTR,64,4096,4.49140191256026,3.750691685141527,0.5036197916666666,0.42683593750000004,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,CTR,64,16384,4.82963199678738,4.972296315630042,0.49802083333333336,0.4223828125,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,ECB,64,64,2.4032229615911795,2.3959439639412206,0.4961458333333333,0.4381640625,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,ECB,64,256,8.583227313748246,8.413686774046086,0.49890624999999994,0.4298046875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,ECB,64,1024,19.839566859679707,21.326710009431995,0.5009895833333333,0.43265624999999996,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,ECB,64,4096,33.721951035987196,35.52733013017786,0.49765624999999997,0.4478125,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,ECB,64,16384,41.11884134136621,42.652773095687074,0.5017447916666666,0.45394531250000003,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,128,64,1.188592514757588,1.446302137757167,0.502109375,0.5035546875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,128,256,1.5030016069570913,1.9590267151760898,0.4994401041666667,0.49900390625,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,128,1024,1.5082815121743707,2.1429055238470576,0.4981380208333333,0.5005859375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,128,4096,1.6565630621696152,2.0997543099069857,0.501796875,0.49957031250000006,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,128,16384,1.5752308366411798,2.107753057905472,0.49822916666666667,0.49736328124999996,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,192,64,1.1144303821982924,1.304305610921902,0.5007291666666667,0.499296875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,192,256,1.3647007231302741,1.802778363124937,0.49776041666666665,0.49923828125,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,192,1024,1.5032008578059581,1.868277823440318,0.4995442708333333,0.49896484375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,192,4096,1.559039904494292,2.020253998848672,0.5022395833333334,0.50099609375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,192,16384,1.6949135879787611,2.1766326766217134,0.5014192708333334,0.5021875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,256,64,1.135270254170081,1.2607262941989539,0.5001822916666666,0.5009765625,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,256,256,1.4757235466176004,1.8416631059213817,0.49993489583333334,0.499140625,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,256,1024,1.5090903339002226,1.9744899931897173,0.4996354166666667,0.499375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,256,4096,1.6518256486076683,2.0823048742271717,0.49834635416666667,0.49933593750000005,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CBC,256,16384,1.6538970145375644,2.0448768143211717,0.495546875,0.49960937499999997,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CTR,128,64,1.4824754406732545,1.5171963454611426,0.5015364583333334,0.500234375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CTR,128,256,1.8400011844913742,1.8592506460175915,0.5012890625,0.5001171875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CTR,128,1024,1.8791846893232054,1.9750374304348453,0.5000520833333334,0.49943359374999996,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,Twofish,CTR,128,4096,2.0161256542160566,1.992450223276667,0.49975260416666667,0.4968359375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
